name,address,latitude,longitude
탑마트해운대점,부산광역시 해운대구 좌동로 38,35.1689005658386,129.171122306555
홈플러스감만점,부산광역시 남구 우암로 124 (감만동),35.1215435743472,129.082214340383
부산안락교차로점,부산광역시 동래구 충렬대로 355(안락동),35.1984361729433,129.097903585093
부산애플아울렛점,부산광역시 사상구 사상로 201(괘법동) 서부시외버스터미널 별관B동3층,35.1631461622437,128.98098582427
부산연산교차로점,부산광역시 연제구 중앙대로 1119 (연산동),35.1874771849385,129.080888052408
부산일광신도시점,부산광역시 기장군 일광읍 해빛1로 95,35.2583226813662,129.222448336431
부산정관신도시점,부산광역시 기장군 정관읍 정관7로 34,35.3218093791582,129.178607832857
부산종합운동장점,부산광역시 연제구 아시아드대로 81 (거제동),35.1918103256024,129.066936639245
세이브존해운대점,부산광역시 해운대구 구남로29번길 21(중동) 1380-14,,
커넥트현대부산점,부산광역시 동구 범일로 125 (범일동),35.1412817256576,129.058614831268
탑마트기장서부점,부산광역시 기장군 기장읍 읍내로 49,35.2454227825896,129.209927637097
탑마트신다대포점,부산광역시 사하구 다송로 58 (다대동),35.0625183552218,128.983268866597
하나로마트용호점,부산광역시 남구 용호로 228 (용호동),35.1118766156357,129.110513917198
하나로마트화명점,부산광역시 북구 금곡대로 469 (금곡동),35.2500069470531,129.011235306516
하나로클럽부전점,부산광역시 부산진구 중앙대로783번길 14(부전동) 농협부산경남유통,35.1628250361107,129.062337271125
미진마트부산장림점,부산광역시 사하구 장림번영로 19(장림동),35.0813367242679,128.967732825201
부산명지오션시티점,부산광역시 강서구 명지오션시티4로 87 (명지동),35.0811673251011,128.903942840745
부산해운대장산본점,부산광역시 해운대구 해운대로 785 (좌동),35.1690152776534,129.174637560342
하나로마트자갈치점,부산광역시 중구 구덕로 73 (남포동6가),35.0971403188699,129.027155401595
홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6 (우동),35.1709132429029,129.133691863258
부산명지국제신도시점,부산광역시 강서구 명지국제8로 237 (명지동),35.0985035303611,128.918908754426
